Index,left,Localizers,"zai 'at, in'",right,verb,Verb class,Newness_Theme,Newness_Location,definiteiniteness_Theme,Heaviness,Heaviness_differences,Animacy_Theme,Animacy_Location,Animacy_Location_minorClass,Animacy_Theme_minorClass,Construction_trichotomy,Construction,备注: 住(驻扎，驻)有关的词都从posture变成existence
288,", 便 会 受到 刑法 制裁 。 </s><s> 他 从而 得出 结论 说 : 一 人 享受 过 多 , 另 一 个 享受 过少 是 产生 犯罪 的 根源 , 而 一切 社会 制度 都 是 支持 社会 的 不 公正 的 现象 的 , 只有 理性 社会 才 能 免除 上 ... 【 文件名 : \ 当代 \ CWAC \ APE0065 . </s><s> txt 文章 标题 : 作者 : 】 4303 : 葛 德文 的 理想 社会 [ 在 ] 某 种 程度 上 带有 空想 的 色彩 。 </s><s> 那 就 是 一 群 一 群 的 个人 居住 [",,在,"] 各 个 小 公社 中 , 过 着 既 不 贫困 、 也 不 想 发财 致富 的 简朴 生活 , 彼此 自由 地 、 友爱 地 、 而 又 明智 地 共同 协作 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APE0065 . </s><s> txt 文章 标题 : 作者 : 】 4304 : 葛 德文 的 以 理性 和 公正 的 原则 来 改造 人类 社会 的 思想 , 只 能 说 反映 了 小 资产 阶级 下层 反对 大 私有者 的 民主主义 的 愿望 。 </s><s> [ 在 ] 他 那 个 时代 是 起 了 积极 的",居住,verbs of existence,new,new,definite,Location=Theme,,animate,inanimate,place,human,uninversted sentence (PostLocPs),uninverted sentence,
419,"请教 别人 , 并 不 是 件 可耻 之 事 。 事实上 , 普通人 [",,在," ] 都市 里 居住 , 求 生活 , 很 难 知道 有关 生活 、 职业 的 种种 法律 。 法律 成 了 专门 知识 。 不 知道 法律 的 人 却 又 不 能 [ 在 ] 法律 之外 生活 。 [ 在 ] 有 秩序 的 都市 社会 中 , [ 在 ] 法律 之外 生活 就 会 捣乱 社会 的 共同 安全 , 于是 这 种 人 不能不 有 个 顾问 了 。 律师 地位 的 重要 从此 获得 。 【 文件名 : \ 当代",居住,verbs of existence,new,new,indefinite,Location=Theme,1,animate,inanimate,place,human,uninversted sentence (PreLocPs),uninverted sentence,
264,<s> txt 文章 标题 : 作者 : 】 6 7 87 : 5月 4日 县 [[[,里,举办,"了 ] ] ] 一 场 即席 演 讲话 动 , 你 大胆 陈述 了 自己 关于 加快 边疆 发展 的 意见 , 你 的 ... 【 文件名 : \ 当代 \ 报刊 \ 1994年 报刊 精选 \ 01 . </s>",举办,verbs of activity,new,new,indefinite,Location<Theme,-6,inanimate,animate,organization,nonconcrete,Locative inversion,Locative inversion,
602,"<s> 群鸽子在对面的屋顶飞了起来，翅膀拍动的声音来到了江飘站立的窗口。是 接近 傍晚 的 时候 了 , 对面 的 屋[[[",顶,具有,着 ] ] ] 老式 的 倾斜 。 </s>,具有,verbs of existence,new,given,indefinite,Location=Theme,,inanimate,inanimate,concrete,nonconcrete,Locative inversion,Locative inversion,
279,"<s> txt 文章 标题 : 作者 : 】 43281 : 3日 上午 , 淮安 周恩来 纪念馆 的 铜像 广场 [[[",上,聚集,"了 ] ] ] 2000多 名 中小学生 , 一 块 50 米 长 的 白色 条幅 平拉 在 周总理 铜像 前 ... 【 文件名 : \ 当代 \ 报刊 \ 人民 日报 \ 1998年 人民 日报 \ 1998年 人民 日报 . </s>",聚集,verbs of (dis)appearance,new,new,indefinite,Location>Theme,7,animate,inanimate,place,human,Locative inversion,Locative inversion,
618,"<s> 在首都利雅得南部的老城区,有一条当地著名的传统手工艺品一条街――苏迈里大街。街道 两 [ [ [",旁,聚集,"着 ] ] ] 大大小小 上 百 家 经营 当地 手工 艺品 的 店铺 , 平时 顾客 熙熙攘攘 , 热闹 非 ... 【 文件名 : \ 当代 \ 报刊 \ 新华社 \ 新华社 2003年 4月份 新闻 报道 . </s>",聚集,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-14,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
638,<s> txt 文章 标题 : 作者 : 】 19534 : １１月的羊城，初冬的风也是温暖的。这 [ [ [,里,聚集,"了 ] ] ] 全 国 十 大名 指挥家 , 他们 都 是 全 国 指挥 比赛 的 评判 。 </s>",聚集,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-6,animate,inanimate,place,human,Locative inversion,Locative inversion,
635,"<s> 巴格达 以西 地区 主要 指 法鲁贾市 和 拉马迪市 , 这 [ [ [",里,聚居,着 ] ] ] 占 伊拉克 人口 比例 相对 较 少 的 逊尼派 穆斯林 。 </s>,聚居,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-17,animate,inanimate,place,human,Locative inversion,Locative inversion,
170,"<s> txt 文章 标题 : 作者 : 】 11472 : 一座座墓碑,演示着一个个人物的生命轨迹。从这些冷寂的石头中,人们阅读某种凝固的历史,寻觅那些曾经影响几代人的精神偶像,探求他们长存心间的“秘密”。聂荣臻 墓石 [ [ [",上,镌刻,"着 ] ] ] 这 位 老 将军 生前 手书 : "" 喜 松柏 之 气概 , 念 四 化 之 早成 。 "" </s>",镌刻,verbs of image,given,new,definite,Location<Theme,-16,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
407,"窗檀 里 , 望 得 见 屋里 的 内容 : 一 张 小桌 [ [ [ 上 放 着 ] ] ] 半 块 面包 和 几 条 冷肉 , 晚餐 的 乘作 , 窗 前 几 上 开 着 一 本 家用 的 圣经 , 炉 ... 【 文件名 : \ 现代 \ 文学 \ 散文 3.TXT 文章 标题 : 印度洋 上 的 秋思 作者 : 】 47 2 60 : ... 的 内容 : 一 张 小桌 上 放 着 半 块 面包 和 几 条 冷肉 , 晚餐 的 乘作 , 窗 前 几 [ [ [",上,开,"着 ] ] ] 一 本 家用 的 圣经 , 炉架 上 两 座 点 着 doc#0 | 窗檀 里 , 望 得 见 屋里 的 内容 : 一 张 小桌 [ [ [ 上 放 着 ] ] ] 半 块 面包 和 几 条 冷肉 , 晚餐 的 乘作 , 窗 前 几 上 开 着 一 本 家用 的 圣经 , 炉 ... 【 文件名 : \ 现代 \ 文学 \ 散文 3.TXT 文章 标题 : 印度洋 上 的 秋思 作者 : 】 47 2 60 : ... 的 内容 : 一 张 小桌 上 放 着",开,change of state,new,new,indefinite,Location<Theme,-3,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
409,<s> txt 文章 标题 : 作者 : 】 19530 : 院子 [ [ [,里,开,"着 ] ] ] 两 朵 玉兰花 , 三 朵 月 季花 ; 红 的 花 , 紫 的 花 , 衬 着 绿叶 , 映 着 日光 , 怪 ... 【 文件名 : \ 当代 \ 报刊 \ 读者 \ 读者 ( 合订本 ) . </s>",开,change of state,new,new,indefinite,Location<Theme,2,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
102,"目前全美共有100余所高校开设了""积极心理学""课程。作为上世纪末首先在美国兴起的一场心理学运动，积极心理学的大力倡导者美国心理学会主席赛里格曼(Martin E.P.Seligman)首先在他所在的宾夕法尼亚州立大学开设了这门课程。从今年9月开始，英国最具名气的私立贵族学校威灵顿公学(Wellington College)，这个传统上在古希腊文化、橄榄球以及冷水浴中寻求生活意义的精英教育机构也加入了这个行列。由 Tal Ben- Shahar 教授 的 积极 心理学 从 去年 [",,在," ] 哈佛 大学 开课 以来 , 已经 成为 该 学校 今年 上座率 最 高 的 课程 。 选修 "" 积极 心理学 "" 的 哈佛 大学 学生 , 已经 从 最初 的 380 人 上升 到 现 [ 在 ] 的 855 人 。 【 文件名 : \ 当代 \ CWAC \",开课,verbs of activity,new,new,indefinite,Location>Theme,4,inanimate,inanimate,place,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
464,<s> txt 文章 标题 : 作者 : 】 113 10 : 票贩子消失了，为买票“走后门”的烦恼没有了，积压旅客的现象不见了。两 个 半岛 [ [ [,间,开辟,"了 ] ] ] 客滚 运输线 , 方便 了 过往 车辆 , 极 大 地 促进 了 商品 流通 , 山东 的 新鲜 蔬 ... 【 文件名 : \ 当代 \ 报刊 \ 1994年 报刊 精选 \ 08 . </s>",开辟,verbs of creation,new,given,indefinite,Location=Theme,,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
238,"庙 , 管 皇家 祭祖 的 一 个 家务官 。 </s><s> 不 好 算是 朝廷 公职 。 </s><s> 其次 是 光 禄勋 。 </s><s> 这 个 官名 , 直 到 清代 还有 , 但 这 三 字 的 原义 , 却 早 就 忘失 了 。 </s><s> 依 文义 讲 , 勋该 就 是 阍 , 古音 相同 , 这 是 皇家 的 门房 。 </s><s> 光是 大义 , 光 禄该 即 是 大麓 , 禄麓音 同相借 。 </s><s> 为什么 门房 称 大 麓 呢 ? </s><s> 此 因 古 时代 的 皇帝 , 多半 靠山 住家 , 好像 宋江 [ 在 ] 梁山泊 , 朱贵 [",,在,"] 山脚 下 开设 酒店 , 好 通报 消息 。 </s><s> 所以 皇帝 居山 , 房门 就 设 [ 在 ] 山麓 。 </s><s> 尚书 上 说 舜管尧 的 大麓 , 那 便 是 舜 做 了 尧 的 宰相 。 </s><s> 换言之 , 乃 是 当 了 尧 的 门房 。 </s><s> 因此 光禄 与 勋 是 古今语 , 都 指 门房 言 。 </s><s> 卫尉 是 一 个 武职 , 掌 门卫 屯兵 , 这 是 皇宫 的 卫兵 司令 。 </s><s> 当时 凡属 军事 方面 的 官 都 称尉 。 </s><s> 太 仆犹 之 是 皇帝 的 车夫 , 《 论语 》 : """,开设,verbs of creation,new,new,indefinite,Location>Theme,2,inanimate,inanimate,place,concrete,uninversted sentence (PreLocPs),uninverted sentence,
145,"工作 群体 的 主动性 是 明显 的 , 他们 [ 在 ] 我 国 社会 工作 发展中 的 建构性 努力 具有 重要 意义 , 并 取得 了 一定 成果 。 </s><s> 大致 说来 , 社会 工作 群体 [ 在 ] 促进 我国 社会 工作 发展 的 过程 中 , 采取 了 三 个 方面 的 策略 : 与 相关 部门 的 领导层 建立 良好 关系 , 积极 参与 与 社会 服务 、 社会 建设 相关 的 政策 设计 和 实验 , 借 此 自上而下 地 推动 专业 社会 工作 的 发展 ; 参与 基层 的 社会 工作 实践 , 特别是 [",,在,"] 街道 、 居委会 层次 开展 具体 的 活动 , 形成 社会 工作 的 生长点 ; 强化 自身 建设 , 提高 教学 水平 , 增强 社会 工作 师生 参与 社会 服务 的 能力 。 </s><s> 通过 20 年 的 不懈 努力 , 社会 工作 群体 [ 在 ] 促进 专业 社会 工作 发展 方面 产生 了 积极 地 效果 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ ASJ 0110 . </s><s> txt 文章 标题 : 作者 : 】 70 98 : ... 来说 , 自身 所 具有 的 能力 对于 参与 建构 具有 极其 重要 的 作用 。 </s><s> 这里 的 建构",开展,verbs of activity,new,new,indefinite,Location=Theme,1,inanimate,inanimate,place,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
198,"<s> .. 【 文件名 : \ 当代 \ 报刊 \ 作家 文摘 \ 1993 \ 1993A.TXT 文章 标题 : 我 和 张艺谋 的 友谊 与 爱情 –– 《 往事 悠悠 》 连载 之 五 作者 : 】 558 01 : 一九七0年 , 农村 [[[",里,开展,了 ] ] ] 整团 建团 工作 。 </s>,开展,verbs of activity,new,new,indefinite,Location<Theme,-3,inanimate,inanimate,place,nonconcrete,Locative inversion,Locative inversion,
670,"<s>徽因正在看《晨报》。这天的《晨报》是“哀悼志摩专号”。 "" 专号 "" [ [ [",上,刊登,"了 ] ] ] 头 天 北京 文化界 同仁 追悼 徐志摩 的 活动 , 还 刊发 了 林徽因 的 文章 《 悼志 ... 【 文件名 : \ 当代 \ 史传 \ 张清平 林徽因 . </s>",刊登,verbs of image,new,given,indefinite,Location<Theme,-14,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
20,", 考虑 文化 , 考虑 各种各样 的 一些 事实 。 这 是 一 个 大 的 参照系 , 就 是 把 中国 , 把 美国 、 西方 都 纳入 到 一 个 大 的 , 世界 历史 的 大 的 框架 里 去 看 , 不 要 眼睛 只 看 [",,在," ] 一 个 方面 , 特别是 不 要 坐井观天 , 更 不 要 作茧自缚 。 【 文件名 : \ 当代 \ CWAC \ APM0061.txt 文章 标题 : 作者 : 】 5488 : 回到 轴心 期 这 个 概念 上 来 , [ 在 ] 公元 前 800年 到 公元 前 200年",看,verbs of activity,given,new,indefinite,Location>Theme,3,animate,inanimate,nonconcrete,body-part,uninversted sentence (PostLocPs),uninverted sentence,
58,"了 。 </s><s> 我 买 ... 【 文件名 : \ 当代 \ CWAC \ CEB 0133 . </s><s> txt 文章 标题 : 作者 : 】 95 93 : ... 那时 还 年轻 , 对 这 本 书 总 不 能 忘怀 , 似乎 没 买到 是 天大 的 遗憾 。 </s><s> 到 什么 地方 的 书店 都 不 忘 找 这 本 书 , 但 始终 没 找到 。 </s><s> 这 个 情结 也 就 没 解开 , 甚至 有 一 次 做梦 还 见到 这 本 书 , 不过 梦 一直 没 变成 现实 。 </s><s> 大概 是 1974年 回 北京 , 终于 [",,在,"] 一 家 内部 书店 看到 这 本 书 , 不过 是 平装本 上 、 下 两 册 , 1.4 元 一 套 。 </s><s> 书 是 买到 了 , 但 当初 迫切 想 读 它 的 心情 没有 了 。 </s><s> 因为 那时 经历 了 "" 文革 "" , 自 以为 知道 了 什么 是 "" 革命 "" 。 </s><s> 革命 的确 不 是 请客 吃饭 , 而 是 一 场 灾难 , 还 看 它 干什 ... 【 文件名 : \ 当代 \ CWAC \ CEB 0133 . </s><s> txt 文章 标题 : 作者 : 】 9594 : "" 文革 "" 开始",看到,change of state,given,new,definite,Location>Theme,4,inanimate,inanimate,place,concrete,uninversted sentence (PreLocPs),uninverted sentence,
411,靠种地谋生的人才明白泥土的可贵。城里人可以用土气来藐视乡下人，但是乡下，“土”是他们的命根。在数量上占着最高地位的神，无疑的是“土地”。“土地”这位最近于人性的神，老夫老妻白首偕老的一对，管着乡间一切的闲事。他们象征着可贵的泥土。我初次出国时，我的奶妈偷偷的把一包用红纸裹着的东西，塞在我箱子底下。后来，她又避了人和我说，假如水土不服，老是想家时，可以把红纸包裹着的东西煮一点汤吃。这是一包灶上的泥土。 –– 我 [,,在," ] 《 一 曲 难忘 》 的 电影 里 看到 了 东欧 农业 国家 的 波兰 也 有 这 类似 的 风俗 , 使 我 更 领略 了 "" 土 "" [ 在 ] 我们 这 种 文化 里 所 占 和 所 应当 占 的 地位 了 。 【 文件名",看到,change of state,new,new,indefinite,Location<Theme,-6,inanimate,inanimate,concrete,concrete,uninversted sentence (PreLocPs),uninverted sentence,
401,"<s> txt 文章 标题 : 作者 : 】 36487 : 我向哪一个女子说，请你拿下水瓶来，给我水喝，她若说，请喝，我也给你的骆驼喝，愿那女子就作你所预定给你仆人以撒的妻。这样，我便知道你施恩给我主人了。话 还 没有 说完 , 不料 , 利百加 肩头 [ [ [",上,扛,着 ] ] ] 水瓶 出来 。 </s>,扛,verbs of holding or containing,new,given,indefinite,Location>Theme,2,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
794,"<s> txt 文章 标题 : 作者 : 】 206 93 : 一 个 身材 很 魁梧 的 人 , 头 上 戴 着 个 斗笠 , 肩 [ [ [",上,扛,"着 ] ] ] 根 竹竿 , 竹竿 上 还 挑 着 一 串 乱七八糟 的 东西 , 她 也 看 不 清 是 什么 , 但 她 ... 【 文件名 : \ 当代 \ 文学 \ 台湾 作家 \ 古龙 陆 小凤 传奇 . </s>",扛,verbs of holding or containing,new,given,indefinite,Location=Theme,-1,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
802,<s> txt 文章 标题 : 作者 : 】 275 20 : 他穿上条裤叉子，把褂子在背上一搭，跑下楼梯，到钟楼上探身一看：墙外五步一岗，十步一哨，有穿黑衣裳的警察，穿黄衣裳的保安队。肩 [ [ [,上,扛,"着 ] ] ] 枪 , 枪头 上 按 着 刺刀 。 </s>",扛,verbs of holding or containing,new,given,indefinite,Location=Theme,1,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
208,"才 能 成为 像 生物学 、 物理学 、 化学 那样 的 自然 科学 。 刺激 一 反应 ( S–R ) 就 是 华生 行为主义 的 公式 。 他 坚决 主张 把 人 的 心理 彻底 生物学化 和 动物学化 , 说 : "" 人 的 行为 和 动物 的 行为 必须 [",,在," ] 同 一 层面 来 考虑 。 "" 他 特别 重视 行为 的 分子 概念 , 即将 行为 看 做 许多 生理 细节 的 组合 。 华生 坚决 认为 , 传统 心理学 中 的 意识 、 感觉 、 知觉 、 意志 、 表象 等 是 一 大 堆 无用 的 概念",考虑,verbs of activity(passive),new,new,indefinite,Location<Theme,-5,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
506,"血缘 的 投影 , 不 分离 的 。 "" 生于斯 , 死于斯 "" 把 人 和 地 的 因缘 固定 了 。 生 , 也 就 是 血 , 决定 了 他 的 地 。 世代 间 人口 的 繁殖 , 象 一 个 根 上 长出 的 树苗 ,在地域上靠近",,在," ] 一 伙 。 地域 上 的 靠近 可以 说 是 血缘 上 亲疏 的 一 种 反映 , 区位 是 社会化 了 的 空间 。 我们 [ 在 ] 方向 上 分出 尊卑 : 左尊于 右 , 南尊于 北 , 这 是 血缘 的",靠近,verbs of holding or containing,new,new,indefinite,Location<Theme,-6,inanimate,inanimate,place,concrete,uninversted sentence (PostLocPs),uninverted sentence,
507,"血缘 的 投影 , 不 分离 的 。 "" 生于斯 , 死于斯 "" 把 人 和 地 的 因缘 固定 了 。 生 , 也 就 是 血 , 决定 了 他 的 地 。 世代 间 人口 的 繁殖 , 象 一 个 根 上 长出 的 树苗 , [",,在," ] 地域 上 靠近 [ 在 ] 一 伙 。 地域 上 的 靠近 可以 说 是 血缘 上 亲疏 的 一 种 反映 , 区位 是 社会化 了 的 空间 。 我们 [ 在 ] 方向 上 分出 尊卑 : 左尊于 右 , 南尊于 北 , 这 是 血缘 的",靠近,verbs of holding or containing,new,new,indefinite,Location<Theme,-5,inanimate,inanimate,place,concrete,uninversted sentence (PreLocPs),uninverted sentence,
218,"作者 : 】 23 61 : 六 国 金文 , 是 指 战国 时 东方 六 大 国 及 其 相邻 小 国 铜器 上 的 文字 。 不过 , 礼器 铭文 明显 少于 春秋 时代 , 而 兵器 铭文 却 明显 增多 。 它们 多 直接 用 刀 刻 [",,在," ] 青铜器 上 , 而 不 是 像 西周 、 春秋 金文 铸于 青铜器 上 。 六 国 金文 铭辞 多 较 简短 , 但 有 两 宗 礼器 铭文 不仅 字数 多 , 而且 字形 和 内容 都 非 【 文件名 : \ 当代 \ CWAC \ ALB0035 . txt",刻,verbs of image,new,new,definite,Location>Theme,5,inanimate,inanimate,concrete,concrete,uninversted sentence (PostLocPs),uninverted sentence,
243,<s> 不过只是夏天，这里才有一个很富有并有地位的人家到这儿居住。这是这家人拥有的所有庄园中最漂亮的一座；从外面看，它就像是新盖起来的，里面的设备很舒适方便。门上 的 石头 [ [ [,上,刻,"着 ] ] ] 家族 的 族徽 , 族徽 和 窗子 的 四周 用 美丽 的 玫瑰 盘缠 着 。 </s>",刻,verbs of image,new,new,definite,Location=Theme,1,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
468,"<s> txt 文章 标题 : 作者 : 】 198 14 : ... , 戴安娜 打开 了 一 个 寄给 查尔斯 的 邮包 , 从 里面 掉出 一 只 手镯 , 内壁 [[[",上,刻,着 ] ] ] 字母 F 和 G 。 </s>,刻,verbs of image,new,given,definite,Location<Theme,-2,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
546,"<s> 用 天然 磁铁 矿石 琢成 一 个 勺形 的 东西 , 放在 一 个 光滑 的 盘 上 , 盘 [ [ [",上,刻,"着 ] ] ] 方位 , 利用 磁铁 指南 的 作用 , 可以 辨别 方向 。 </s>",刻,verbs of image,new,given,indefinite,Location=Theme,,inanimate,inanimate,concrete,nonconcrete,Locative inversion,Locative inversion,
664,"<s> 左手 的 四 指 上 戴 着 金 戒指 , [ [ [",上,刻,着 ] ] ] 篆字 姓名 。 </s>,刻,verbs of image,new,given,indefinite,Location<Theme,-3,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
665,"<s> txt 文章 标题 : 作者 : 】 6156 : ... 茔和 矮小 的 墓碑 连成 一 片 , 一望无际 , 人们 只 有 蹲 下来 才 能 看清 墓碑 [ [ [",上,刻,着 ] ] ] 的 死亡者 的 名字 。 </s>,刻,verbs of image,new,given,indefinite,Location<Theme,-3,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
123,"所谓 女性主义 , 就 是 基于 天赋人权 而 产生 的 、 以 男女 平等 为 核心 的 思想 和 理论 , 旨 [ 在 ] 反对 包括 性别 歧视 [ 在 ] 内 的 一切 不 平等 。 </s><s> 它 指导 了 实践 ( 女权 运动 ) , 又 [ 在 ] 实践 中 得到 检验 、 批判 和 发展 , 并 最终 成为 世界性 的 政治 社会 文化 思潮 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ ASM 0117 . </s><s> txt 文章 标题 : 作者 : 】 7355 : 第二 个 目标 : 要 让 每 个 女性 [",,在,"] 家 内 家 外 都 能 控制 自己 的 生活 与 身体 , 从而 获得 有 平等 、 尊严 和 自由 选择 的 权利 ; 【 文件名 : \ 当代 \ CWAC \ ASM 0117 . </s><s> txt 文章 标题 : 作者 : 】 735 6 : ( 1 ) [ 在 ] 美国 : 【 文件名 : \ 当代 \ CWAC \ ASM 0117 . </s><s> txt 文章 标题 : 作者 : 】 7357 : ( 2 ) [ 在 ] 欧洲 【 文件名 : \ 当代 \ CWAC \ ASM 0117 . </s><s> txt 文章 标题 : 作者 : 】",控制,verbs of activity,new,new,definite,Location<Theme,-3,inanimate,inanimate,place,concrete,uninversted sentence (PreLocPs),uninverted sentence,
327,"的 互动 来 建立 学习 共同体 意识 , 贯彻 '' 与 同伴 合作 "" 的 学习 理念 。 </s><s> 合作 学习 是 当今 世界 广泛 使用 的 一 种 有 创意 和 实效 的 课堂 教学 组织 形式 ( Baloche , 2006 ) , 目前 [ 在 ] 汉语 教学 课堂 上 还 使用 甚 少 。 </s><s> 第二 语言 教 学界 有 人 提出 过 '' 以 学生 为 中心 "" 的 口号 , 对 这 一 提法 , 我们 认为 应 采取 十分 谨慎 的 态度 。 </s><s> 实际上 , [ 在 ] 交际 活动 实施 过程 中 , 教师 [",,在,"] 课堂 上 , 仍 [ 在 ] 一定 程度 上 控制 着 教学 内容 和 教学 方法 。 </s><s> 如果 把 '' 以 学生 为 中心 "" 理解 为 , 课堂 教学 以 教师 所 精心 组织 的 语言 交际 活动 为 中心 , 发挥 学生 自主 学习 精神 , 启发 学生 之间 的 互动 , [ 在 ] 和谐 、 愉悦 的 气氛 中 完成 学习 任务 , 强调 学生 的 参与 意识 , 关注 学生 学习 差异 及 其 原因 , 主张 课堂 学习 活动 交际化 , 这些 理念 是 大多数 汉语 作为 第二 语言 教师 所 认可",控制,verbs of activity,new,given,indefinite,Location<Theme,-5,animate,inanimate,place,human,uninversted sentence (PreLocPs),uninverted sentence,
22,"。 [ 在 ] 武侠 小说 中 , 这 种 基础 就 是 内功 。 什么 是 内功 , 大概 金庸 也 不 大 明白 , 内功 尚且 可以 输出 输入 , 更 令 人 莫名其妙 。 但 内功 是 重要 的 。 你 看 , 杨过 与 小 龙女 [",,在," ] 古 墓 中 苦练 了 内功 , 所以 , 杨过 的 剑术 , 从 最 早 靠 好剑 , 发展 到 把 树枝 作剑 , 最后 进入 剑术 的 最高 层次 –– 无 剑 胜 有 剑 。 书中 的 各 路 高手 , 没有 一 个 不 是 身怀",苦练,verbs of activity,given,new,indefinite,Location>Theme,2,animate,inanimate,place,huaman,uninversted sentence (PreLocPs),uninverted sentence,
672,"<s> 她 搭上 火车 进城 , 胳膊 [ [ [",上,挎,"着 ] ] ] 她 的 两 身 衣裳 和 分到 的 两 块 光洋 , 手指 上 戴 着 银 戒指 。 </s>",挎,verbs of placement,new,given,definite,Location<Theme,-11,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
744,"<s> txt 文章 标题 : 作者 : 】 3159 : 外乡人总是那么引人注目，鹤立鸡群，这往往使外乡人很难堪。但偶尔也会带来荣耀，那是在八角街大肆采购时，脖子 上 挂 着 项链 , 臂 上 缠 着 佛珠 , 手 上 戴 满 戒指 , 腰[[[",上,挎,着 ] ] ] 藏刀 。 </s>,挎,verbs of placement,new,given,indefinite,Location=Theme,,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
477,"<s> 1955年1月下旬的某个雨夜,一个瘦高个儿的男子闯进了塔什干的一所医院.值班医生薇拉本想干预,但发现此人病情严重,所以破例让他立即住院.这个男子名叫科斯托格洛托夫,今年34岁,因胃癌转移获准从流放地来此就医.入院后,他在医生精心治疗下,病情奇迹般地得到了控制.2月 初 , 病房 [ [ [",里,来,"了 ] ] ] 一 个 名叫 卢萨诺夫 的 新 病人 , 是 当地 工业 管理局 的 干部 . </s>",来,verbs of motion,new,new,indefinite,Location<Theme,-9,animate,inanimate,place,human,Locative inversion,Locative inversion,
479,<s> 猪圈里，一头高大的母猪正在给它13个小猪崽喂奶。当 它 发现 自己 的 王国 [ [ [,里,来,"了 ] ] ] 一 个 女孩 , 就 本能 地 站 起来 , 龇 着 牙 , 流 着 口水 呜呜 地 叫 ...... 然而 小女 ... 【 文件名 : \ 当代 \ 报刊 \ 作家 文摘 \ 1996\1996A.TXT 文章 标题 : 回归 人类 的 猪 女 作者 : 】 35 1 92 : ... 乾 无法 阻止 , 因为 他 知道 , 如果 把 她 拴在 屋 里 , 小孩子 会 被 饿死 。 </s>",来,verbs of motion,new,given,indefinite,Location>Theme,2,animate,inanimate,place,human,Locative inversion,Locative inversion,
44,", 确 已 走 [ 在 ] 欧洲 前面 了 。 </s><s> 可是 , 欧洲 许多 国家 [ 在 ] 那 种 过渡 阶段 后 , 很 快 就 走上 了 现代化 旅程 , 一 个 特殊 的 士宦 阶层 , 根本 就 不 会 立足 。 </s><s> 反之 , 中国 贵族 支配 的 封建 社会 瓦解 后 , 代之而起 的 却 是 一 个 官僚 支配 的 封建 社会 。 </s><s> 惟其 还 是 封建 的 , 它 对于 商业 、 高利 贷业 就 不 能 不 时常 持 着 一 种 戒心 , 惟其 那 种 封建制 不 是 立 [",,在,"] 领主 经济 基础 上 , 而 是 立 [ 在 ] 地主 经济 基础 上 , 它 又 实 [ 在 ] 无法 阻止 商人 不 作 地主 , 士宦 不 特殊 地 过 着 一 种 "" 自由 的 "" 经济 生活 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APB0063 . </s><s> txt 文章 标题 : 作者 : 】 3863 : 而且 , 实行 地主 经济 的 结果 , 国家 要 把 以 赋税 方式 获 有的 大量 农产物 , 变为 商品 、 货币 、 俸给 及 其他 开支 。 </s><s> 那 不但 使 私人 商品 货币 经济",立,verbs of creation,given,new,definite,Location>Theme,3,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
